id,time,activityrecognition#0,activityrecognition#1,android.sensor.accelerometer#mean,android.sensor.accelerometer#min,android.sensor.accelerometer#max,android.sensor.accelerometer#std,android.sensor.game_rotation_vector#mean,android.sensor.game_rotation_vector#min,android.sensor.game_rotation_vector#max,android.sensor.game_rotation_vector#std,android.sensor.gravity#mean,android.sensor.gravity#min,android.sensor.gravity#max,android.sensor.gravity#std,android.sensor.gyroscope#mean,android.sensor.gyroscope#min,android.sensor.gyroscope#max,android.sensor.gyroscope#std,android.sensor.gyroscope_uncalibrated#mean,android.sensor.gyroscope_uncalibrated#min,android.sensor.gyroscope_uncalibrated#max,android.sensor.gyroscope_uncalibrated#std,android.sensor.light#mean,android.sensor.light#min,android.sensor.light#max,android.sensor.light#std,android.sensor.linear_acceleration#mean,android.sensor.linear_acceleration#min,android.sensor.linear_acceleration#max,android.sensor.linear_acceleration#std,android.sensor.magnetic_field#mean,android.sensor.magnetic_field#min,android.sensor.magnetic_field#max,android.sensor.magnetic_field#std,android.sensor.magnetic_field_uncalibrated#mean,android.sensor.magnetic_field_uncalibrated#min,android.sensor.magnetic_field_uncalibrated#max,android.sensor.magnetic_field_uncalibrated#std,android.sensor.orientation#mean,android.sensor.orientation#min,android.sensor.orientation#max,android.sensor.orientation#std,android.sensor.pressure#mean,android.sensor.pressure#min,android.sensor.pressure#max,android.sensor.pressure#std,android.sensor.proximity#mean,android.sensor.proximity#min,android.sensor.proximity#max,android.sensor.proximity#std,android.sensor.rotation_vector#mean,android.sensor.rotation_vector#min,android.sensor.rotation_vector#max,android.sensor.rotation_vector#std,android.sensor.step_counter#mean,android.sensor.step_counter#min,android.sensor.step_counter#max,android.sensor.step_counter#std,sound#mean,sound#min,sound#max,sound#std,speed#mean,speed#min,speed#max,speed#std,target,user
3304,30.0,,100.0,10.1808673375,10.1604826012,10.198375795499999,0.013581180744,0.995052763627,0.9950390559350001,0.995078822775,1.44741804029e-05,9.80665005531,9.806649643139998,9.806650621789998,3.80494644188e-07,0.006378032341100001,0.0024902231412399995,0.0123548807219,0.0025318517476300003,0.0344540090415,0.029251596318000003,0.0392222419129,0.0032701131418499995,5.0,5.0,5.0,,0.0207045999672,0.008917248708730001,0.029262323056,0.008709554626209998,42.087023566599996,41.5633344891,42.898127495,0.47245591164300005,100.155982366,99.77634641030001,100.422017451,0.337493172674,238.46607503599998,238.45266759,238.479482481,0.0189609912629,,,,,,,,,0.98980001283,0.98976628161,0.989846314207,3.05181089745e-05,,,,,80.6208943317,80.6208943317,80.6208943317,,,,,,Still,U1
11660,32.0,,54.0,9.709153020610001,9.183982830680002,10.573024689299999,0.298172238027,0.779378917646,0.76304869551,0.7960324085639999,0.00823328267681,9.8065455661,9.8065455661,9.8065455661,2.02497577685e-05,0.251735070851,0.24623856632399999,0.257231575379,0.00777323124844,0.07622364473780001,0.040667294141599995,0.11177999533399999,0.0502842732416,2.0,2.0,2.0,,0.101048539571,0.0322708838429,0.169826195299,0.0972662935188,39.3508358393,39.3508358393,39.3508358393,4.40347981387,263.262695407,261.73708331299997,265.24201066,1.7959715599900001,70.72800783699999,66.55149209449999,73.6161252716,2.21056365527,,,,,,,,,0.5828830630080001,0.578187394176,0.58757873184,0.00664067854663,,,,,84.4749283016,84.4188895265,84.5309670768,0.0792507958783,0.993526,0.993526,0.993526,,Still,U10
2324,37.0,,100.0,9.528491943099999,9.05195189964,9.98701393619,0.31227376845,0.78051351925,0.7732291892300001,0.785057156041,0.00547493390594,9.806650123099999,9.80664943531,9.806650585580002,3.54708851948e-07,0.10837234275999999,0.00960855501301,0.9595884755959999,0.18965191244899998,0.209903330707,0.035575738221400005,0.7615393447390001,0.229774085721,,,,,0.658520920209,0.22479568919,1.0315756341,0.406797435604,105.952278242,104.749098456,108.343230589,1.3534247128,87.49711795520001,86.1578832634,88.83635264690001,1.89396386427,236.331185897,234.26320215200002,239.153622164,1.85030084473,,,,,,,,,0.903642052413,0.897455089638,0.9086502535250001,0.00486643062078,,,,,89.7543598185,89.7543598185,89.7543598185,0.025711921203900003,17.75,17.75,17.75,,Car,U1
3498,224.0,,100.0,10.1924637694,10.0852472085,10.2511188368,0.0543770990962,0.99104098409,0.9865026823209999,0.994667648911,0.00350794758089,9.806650321760001,9.80664997652,9.80665073255,2.60112578335e-07,0.0881443672973,0.00818195574075,0.393253255312,0.107638935262,0.07135945007389999,0.034081973404599994,0.142784269041,0.04524890372069999,5.0,5.0,5.0,,0.128744857367,0.04306717633669999,0.25155107669300003,0.076834809627,41.9272166771,41.2222690347,42.963397086499995,0.7136547133040001,102.69974319399999,98.4231693989,107.11751017600001,4.6008283291000005,216.872228665,216.419960108,217.32449722299998,0.639604327851,,,,,,,,,0.997152009535,0.9960524787549999,0.999761568704,0.0014017782502899999,,,,,69.3492021901,69.3492021901,69.3492021901,1.80533742942,,,,,Still,U1
7528,159.0,,83.0,9.89948355866,6.762555023480001,15.5946688481,2.83977790765,0.92180630983,0.9095800996340001,0.9373445503560001,0.00940475940246,9.806650337339999,9.8066494047,9.80665091385,4.0772950611799997e-07,1.83456339615,0.32942421404100003,3.51205557333,1.0668383664399999,1.58428616183,0.291985583944,3.2726765881299995,1.01524908502,1.0,1.0,1.0,,12.092950988399998,3.9051361005699996,33.604872156599995,9.94345623025,43.1370751917,41.2760623177,44.3515589004,1.15166065028,125.09788621700001,121.218347694,134.136703853,6.0765658171300005,299.537855747,290.612464179,305.317420879,6.3308499844599995,,,,,,,,,0.761913388391,0.6871261814599999,0.855705945162,0.0510605221632,1490.0,1490.0,1490.0,,89.7957957723,89.7957957723,89.7957957723,0.0524283856338,1.125,1.0,1.25,0.176776695297,Walking,U1
1204,238.0,,100.0,9.76491401908,8.09991166408,11.178526039600001,0.739418079628,0.997470062878,0.9971618422509999,0.998074565336,0.00041017984401,9.80665035956,9.80665015631,9.80665074416,3.33253315681e-07,0.0279314442785,0.005971842485270001,0.0602817925378,0.0148528242863,0.0428408517022,0.033202946981,0.0513971419499,0.0096494374049,58.0,58.0,58.0,16.520189668,0.16862300450999998,0.16862300450999998,0.16862300450999998,0.487024632329,79.53504538029999,78.25510706770001,80.9270229806,0.976130400537,168.381386326,165.517134043,170.318885117,2.53147335942,37.9394123356,37.7856819596,38.1331510496,0.177155842282,,,,,,,,,0.339335163889,0.33582919833700003,0.342841129441,0.0049581840328500005,,,,,,,,,33.875,33.75,34.0,0.176776695297,Car,U1
11656,28.0,,54.0,9.7303974709,9.050715907010002,11.003434451199999,0.295130633061,0.723544070204,0.7151470809029999,0.736945651793,0.00805786417809,9.806548480850001,9.806548480850001,9.806548480850001,1.88392338404e-05,0.270307147257,0.04457223670800001,0.412518147175,0.140345521348,0.134245888624,0.134245888624,0.134245888624,0.0840740131368,2.0,2.0,2.0,,0.127391459126,0.110974678048,0.143808240203,0.0232168344503,40.4004370335,40.4004370335,40.4004370335,4.40347981387,261.406583978,259.31063207299997,262.869687595,1.8620128272599998,65.95051586390001,62.6967247948,69.1959167851,1.7228553654599998,,,,,,,,,0.538070381804,0.529355683827,0.546785079781,0.0123244440711,,,,,84.13318984680001,83.7097098347,84.3580974841,0.36698075831699994,0.993526,0.993526,0.993526,,Still,U10
18808,63.0,,100.0,9.71456998271,9.1185902044,10.103022750900001,0.254989454534,0.35609699015699997,0.35609699015699997,0.35609699015699997,0.00041042043609500005,9.80664854606,9.80664854606,9.80664854606,2.22052742656e-07,0.020230254136999998,0.0029926163282,0.104191476261,0.029359451761099997,0.107102746911,0.022058918495,0.23511249732700001,0.0880119398834,45.0,45.0,45.0,,0.0441413249499,0.0441413249499,0.0441413249499,0.00274721626024,112.093700475,111.71083285200001,112.494355414,0.18373127940499998,172.37746540400002,172.112928423,172.59342397700001,0.22220360701900002,332.965803313,332.965803313,332.965803313,0.190480014594,1037.5648125,1037.5503,1037.5757,0.010613931209200001,,,,,0.281466687121,0.281466687121,0.281466687121,0.0024748224855900003,,,,,69.7257752192,69.7257752192,69.7257752192,3.6053982911699998,,,,,Train,U7
6597,70.0,,100.0,8.53480660781,3.9792840866199994,14.5397828723,3.69797101517,0.983593331849,0.965434075287,0.990452818028,0.010390430507500001,9.80665021875,9.80664944477,9.80665121046,4.95351392634e-07,1.24405010652,0.27558380175999997,3.03763831274,0.813041532851,1.28561727893,0.464908486735,2.39230690184,0.661845432212,4.5,3.0,6.0,2.12132034356,5.79444833255,3.76617891813,9.02808326331,2.83047502293,47.1306574639,46.3489236103,48.1080809162,0.8597827986409999,142.670624969,142.670624969,142.670624969,0.258288068873,381.39846228199997,381.39846228199997,381.39846228199997,103.68180922399999,,,,,5.0,5.0,5.0,,0.9582446992550001,0.9166721106810001,0.981473834843,0.0218122780633,1201.0,1201.0,1201.0,,89.7597266226,89.7597266226,89.7597266226,,1.5,1.5,1.5,,Walking,U1
432,41.0,,100.0,10.0256449244,9.754750911930001,10.6685252075,0.27265990570799997,0.9000789039049999,0.890403547683,0.9141657210619999,0.008485357673519999,9.80665017135,9.80664960257,9.806650717030001,3.39851740361e-07,0.0296671630204,0.00411888377867,0.131832192579,0.0319235520185,0.05127412589790001,0.0316517534609,0.10347531883899999,0.0270069702027,,,,,0.413857486891,0.061692375649699996,0.878328422281,0.360750857108,38.4834595346,37.7706703411,39.634795209800004,0.7044460562279999,130.262963983,130.262963983,130.262963983,0.520237858393,291.07440888,275.371939277,306.77687848200003,22.206645474600002,,,,,,,,,0.9770508420280001,0.976138140345,0.978160290755,0.0006618426151849999,,,,,88.98211940469999,88.2586141706,89.7056246387,1.02319091446,,,,,Bus,U1
11234,75.0,,92.0,9.76439107214,9.312685110650001,10.0140708603,0.127722180671,0.656991572267,0.610942464046,0.676721608107,0.021456165787,9.80654227493,9.80654227493,9.80654227493,1.67541102919e-05,0.0763979838236,0.0194711803597,0.137931158519,0.0593641777364,0.7108266823880001,0.7108266823880001,0.7108266823880001,1.21178235356,27.0,27.0,27.0,,0.0883767488902,0.0883767488902,0.0883767488902,0.194248032726,51.564166639700005,51.564166639700005,51.564166639700005,0.874145457368,263.60112766099996,260.323274087,266.878981235,4.63558497982,206.42830022200002,201.90475707099998,208.366058134,1.3935996879700001,,,,,,,,,0.991817330917,0.99069551659,0.9923060674609999,0.000756439372172,,,,,57.6504907591,57.6504907591,57.6504907591,0.854010318254,0.90623474,0.90623474,0.90623474,,Still,U10
22001,19.0,,100.0,10.4121050534,5.05376894561,18.951475066300002,3.3286732169300004,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.3975561167,67.2985206758,77.4965915576,7.211125075539999,2.236068,2.236068,2.236068,0.0,Walking,U6
1869,495.0,,100.0,9.93558183991,9.24733927432,10.4860866985,0.27253211059,0.35819008787600004,0.35250215925399997,0.362436673544,0.005121693633729999,9.80665003829,9.80664962376,9.80665043882,2.41430835915e-07,0.021603599051599996,0.006106604741229999,0.0392517214552,0.00866473413941,0.0363643622809,0.021670306219599998,0.0534467887316,0.0160223108523,4.5,1.0,8.0,4.94974746831,0.350339793552,0.25382609772,0.464318921177,0.0987972731567,55.8640654375,54.5503105057,57.540737363299996,0.9084168715530001,165.566950671,164.709614305,166.424287036,1.2124567156100001,52.406784744899994,48.6610991047,55.417271307,3.4375651223,,,,,,,,,0.45817372599399997,0.406805045169,0.490975464899,0.035374905264,,,,,86.6673331102,86.6673331102,86.6673331102,1.5487868312000002,0.0,0.0,0.0,,Car,U1
8219,517.0,,51.0,10.072685729,10.0060705775,10.139300880599999,0.0942080507815,0.770167658119,0.75880437617,0.780871887471,0.0115237392658,9.80665016735,9.80664977274,9.80665045384,2.29999985638e-07,0.24801764608899998,0.023583291168499998,1.12067908449,0.30763755423,0.35094889224299997,0.112212492346,0.630168255367,0.237882701936,2.0,2.0,2.0,0.707106781187,1.3395428334100001,0.126053646789,4.39808314169,1.77036755448,36.000573803,36.000573803,36.000573803,1.7710999789099997,92.3187595242,91.8536973624,92.78382168590001,0.6576972164930001,274.79336246599996,256.126955459,285.114309106,16.195730900999997,,,,,5.0,5.0,5.0,,0.953037823724,0.9352682821259999,0.964674322019,0.012424282390700002,6096.0,6096.0,6096.0,,89.76592281200001,89.7504032084,89.7814424156,0.0219480339148,0.0,0.0,0.0,,Walking,U1
20964,46.0,,75.0,9.68133661843,8.90663231421,10.5511852321,0.412846612044,0.939598303257,0.9392923070460001,0.939904299467,0.000432743990924,9.80664016065,9.80664016065,9.80664016065,2.2592768688099998e-07,0.049305780958699995,0.00673732397644,0.0821635991197,0.0319131683498,0.0429773887897,0.013724972227399998,0.099782930397,0.025931936619700002,4243.0,4243.0,4243.0,,0.41278015334299994,0.41278015334299994,0.41278015334299994,1.87707113908,35.1557196596,35.022849684200004,35.283565959200004,0.108285365272,79.3888867114,79.1518180903,79.5131439487,0.20538719583299997,103.003345861,99.85882551629999,110.02448874,2.11274314412,998.66235,998.66235,998.66235,,,,,,0.7775020689759999,0.768999815344,0.786004322608,0.012024002397100001,,,,,82.2614778719,82.2614778719,82.2614778719,1.6160490193700001,17.697832000000002,17.697832000000002,17.697832000000002,,Car,U11
19919,260.0,,5.0,11.0689491687,9.76451291455,14.0281256028,1.2832040781,0.943836368089,0.9367991094700001,0.956021332224,0.0105946975398,9.80665133496,9.806651181389999,9.80665159907,2.29738045934e-07,0.615398648401,0.0519646591321,2.0283583701400003,0.655962204127,0.77845825456,0.320856788284,1.25307345775,0.44144746569300003,,,,,1.7213144124900002,1.7213144124900002,1.7213144124900002,0.852303664368,39.061158295700004,34.0900038213,44.518023568500006,3.79703887448,53.4558534244,36.378865774,66.9125478703,13.3823507983,258.020318213,166.19553008100002,308.596876052,62.9160800783,1011.9184,1011.9184,1011.9184,0.006604377336329999,,,,,0.955201994901,0.955201994901,0.955201994901,0.0309676109777,29514.0,29514.0,29514.0,,77.0642266901,77.0642266901,77.0642266901,4.54934909866,1.19105,1.19105,1.19105,,Walking,U3
13525,604.0,,100.0,9.690549130339999,9.65437289522,9.72991603253,0.0170703253858,,,,,,,,,,,,,,,,,33.5,33.0,34.0,0.707106781187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.307657029,49.307657029,49.307657029,1.00661125342,0.0,0.0,0.0,0.0,Car,U8
11663,35.0,,54.0,9.730385085630001,9.32240007841,10.2210419843,0.136865673234,0.7964858756409999,0.7874159751469999,0.809454213968,0.00663809798092,9.80658317937,9.80657183974,9.806594518999999,1.60366585375e-05,0.06972063477939999,0.0264864870489,0.14855458878799999,0.0553403769189,0.08575930064130001,0.0475220200323,0.111552759749,0.0337804740543,2.0,2.0,2.0,,0.180260256296,0.180260256296,0.180260256296,0.0972662935188,41.3979826652,41.3979826652,41.3979826652,4.40347981387,264.730383185,264.730383185,264.730383185,0.370485469534,72.7122133045,70.6397024442,74.8375848087,1.13603540036,,,,,,,,,0.595625362675,0.592118371442,0.599132353909,0.0049596345655399995,,,,,84.3823273599,84.2708863708,84.4937683491,0.157601358326,0.0,0.0,0.0,,Still,U10
18321,70.0,,85.0,9.80753351783,7.43204853425,12.1367229126,0.7826340489300001,0.684223903423,0.684223903423,0.684223903423,0.00524242906092,9.806644113439999,9.80664180762,9.806646419269999,3.2609289865900003e-06,0.08116926166389998,0.08116926166389998,0.08116926166389998,0.014870156658700001,0.06403647276119999,0.0463775058646,0.07842900776600001,0.0139093808467,0.0,0.0,0.0,,0.243546100176,0.243546100176,0.243546100176,0.018939565726599997,45.6016492669,45.107094785600005,46.0962037482,0.699405654787,168.48962386600002,168.48962386600002,168.48962386600002,0.223582758229,294.728594475,294.67527968900004,294.781909261,0.07539849343619999,1042.867,1042.867,1042.867,,0.0,0.0,0.0,,0.670535992226,0.670535992226,0.670535992226,0.0032818500843799997,,,,,85.8941731588,85.8941731588,85.8941731588,0.427768714191,9.091069000000001,9.091069000000001,9.091069000000001,0.0,Bus,U7
416,25.0,,100.0,9.39532814558,6.3410075235,10.9086835103,1.24231739624,0.9449187169509999,0.936083321845,0.949771816545,0.00468472529085,9.80665026747,9.8066498594,9.806650683310002,2.4318516101e-07,0.24412497392299998,0.040280709502500005,0.72054039902,0.200234337461,0.198893363336,0.117703048377,0.351197462821,0.131995409604,,,,,2.43762164896,1.33716205786,4.1367581095,1.49273072206,38.2508467855,36.971232009699996,39.4954593373,0.918284421223,128.661836052,128.661836052,128.661836052,0.303623240806,299.995326521,299.995326521,299.995326521,4.4549984837,,,,,,,,,0.9767781552079999,0.9731369833329999,0.9781246236799999,0.00154182806457,,,,,89.7766526876,89.7766526876,89.7766526876,0.0165556721873,,,,,Bus,U1
8292,69.0,,100.0,9.66800996523,4.853963149059999,15.966457554200002,3.5975047452499997,0.766797692292,0.692695354656,0.838374479592,0.0544284308758,9.80665013364,9.80664938764,9.80665080364,4.5552791167799995e-07,1.42934576729,0.383322388811,3.17644946496,0.81500891082,1.54006499352,0.394781194358,3.08452836378,1.01658322683,,,,,4.1463289829,2.03778546804,6.37949781673,1.7984139307499998,45.5206512137,44.6569052992,46.252462539,0.714204501142,160.972982637,158.228953391,163.717011884,3.88064337595,190.481093705,184.73570158099997,194.014452177,4.01060909477,,,,,,,,,0.953692188124,0.94325163346,0.961286617262,0.0075109497412,542.0,542.0,542.0,,89.6888441528,89.6888441528,89.6888441528,0.00761742829526,0.75,0.75,0.75,,Walking,U1
20740,156.0,,85.0,9.85733293457,9.41997628249,10.540380792899999,0.250972479905,0.632117417723,0.564460617227,0.7488301084729999,0.101503140848,9.80664437524,9.80664235359,9.8066463969,2.85905191923e-06,0.161340101888,0.043921976452599994,0.515731037601,0.159636304387,0.284680088576,0.054505742996100004,0.662057365663,0.214435626876,1440.0,1440.0,1440.0,,0.626377087989,0.528575697373,0.7241784786059999,0.138312053029,9.21845974119,9.21845974119,9.21845974119,1.0197843310899999,58.8590229267,58.23409843899999,59.4839474144,0.8837766859639999,106.67762920700001,72.1640300858,165.181825379,36.1461691712,1006.3386,1006.3386,1006.3386,,,,,,0.690474246812,0.576666003506,0.940285430192,0.137423213904,,,,,76.33410367329999,76.33410367329999,76.33410367329999,1.837346579,13.202010000000001,13.202010000000001,13.202010000000001,0.11029380862299999,Car,U11
21425,52.0,,46.0,9.774353261860002,8.59208767079,11.842069329800001,0.607952664046,,,,,,,,,,,,,,,,,305.0,305.0,305.0,93.3380951166,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,,,,,,,,,,72.5820730035,72.5820730035,72.5820730035,1.1615546931,20.5,20.5,20.5,0.353553390593,Car,U6
